ID	Verbatim
2974	I just addressed this in my last narrative.  To put it briefly, I had a billing problem - I held and waited(twice)- I spoke to two billing dept. men - After about an hour I still had the same problem I started with.  And still do!!  
2975	checked my email
2976	ABCD kept disconnecting me from the internet. Reading my e-mails was very slow due to the volume on ABCD.
2977	I do not like being disconnected while I am completing an application on the internet.
2978	My cable modem is working correctly and I didn't have to close out ABCD before going to a web-site
2979	I got right online.I did not have any popup's come to think of it and I was not disconnected.
2980	not worth the money .and to many hackers.
2981	I was able to retrieve my mail after a week's vacation without ABCD freezing the computer
2982	I was able to check my ail, without getting knocked off
2983	i was able to check email and chat and didnt have any problems.
2984	get up to date news, check my emails easily, easy to navigate
2985	Very quick E Mails for help
2986	I can get better value elseware for my internet purposes
2987	price/competition/rebate
2988	I always get the news first thing in the morning
2989	Because I was able to fine everything i was look for.
2990	for what I use ABCD for I am satisfied
2991	ABCD service is very consistent. it is very convevient to use and very user friendly
2992	it took me forever to get on line.  couldn't figure out why!!!!   i keep getting this popup that i am asking for a connection. don't know what that is either. but it keeps popping up when i try to get on or do some research.
2993	sometimes i get locked up and can't use my computer!! a lot of times it is slow to respond.  even getting on line. i get a lot of junk.  i tried to get rid of some not favorable items. such as enlarge penis.  i am female and i don't know how these thinks get on my computer i don't even get into anything that might be considered porno.
2994	 ease of finding preferred listings, email notifications, 
2995	cannot surf past a few links without screenfreeze
2996	found msg board interesting
2997	connection was immediate
2998	Found Info
2999	Price, Increased spamming and ad banners.
3000	ABCD is always easy and you never have very many problems like other online services
3001	easy to go from one area to another
3002	it was pleasant and rather user friendly. I enjoy my time online but as I have only had ABCD and no other isp to compare to I cant relly make fair statements other than to say I am satisfied. ABCD provides what I need when I need it.
3003	Talked me into keeping ABCD In a way that was fair.
3004	Found what I was looking for.
3005	No problems
3006	Connects at 26400 baud, again ridiculous!!!
3007	Execesive fees for slow connection. Ridiculous!!!!!!
3008	it didn't kick me off
3009	everything just went fine 
3010	I was able to accomplish all I set out to do.
3011	I'm on a free trial, and I can't afford it.
3012	2.3 doesnt seem to work too well and slowed things down
3013	Beccause I didn't get disconnected every 5 minutes
3014	We have cable internet access.
3015	not sure
3016	I didnt get booted off or anything
3017	not enough local numbers
3018	always get online the first time I try. Plus have never been kicked off.
3019	The monthly cost is to high and is continually going up.
3020	The technician was very polite and knew his job well.
3021	Because of the disconnections and inability to download fast enough and the ability to go to different web pages with speed. 
3022	Continuously being bumped off, the slowness of it, and it cost too much.
3023	because ever since adding 2.3 to my computer I have had nothing but slow connection time,etc..
3024	adhered to the probelem and then solve with a little assist also
3025	i found everything i needed easily
3026	everything i was looking for was found easily
3027	I was somewhat satisfied - still getting alot of spam and porn - that I send to ABCD.  
3028	Everything worked perfectfully.
3029	The news portion of ABCD gives me a quick overview of what is going on in the world that allows to then decide to go to one of my other news websites.
3030	The rep was very good
3031	Easy use.
3032	My husband had a stroke and I can't spend the money on ABCD at this time.
3033	A recent call to a supervisor about a problem in the billing department.  A worker there I talked to assured me that a credit would be put toward my credit card that not even active anymore didn't note it in the computer. The manger said he couldn't do anything about it cause it was not noted.  One call to the cancellation department to Cassie, who solved the problem and keep me as a valuble member and didn't treat me like the supervisor did.
3034	I'm always satisfied with the way ABCD performs
3035	It was fast
3036	because i got my imformation right away
3037	solved my problem temporarily
3038	Ease of use
3039	It is too expensive and I have found a cheaper nationwide service.
3040	i could get in fine and there were very few interuptions from pop ups
3041	I didn't have any problems getting online.
3042	I had a easy time going on line. I was able to access infor-mation.
3043	I accomplished what i had set out to do
3044	playing buckaroo blackjack
3045	EVERY THING RAN SMOOTH AND I HAD NO COMPLICATIONS AS I SOIMETIMES DO
3046	ABCD enables me to connect with my family and friends easily and also search for information, etc with little to no difficulty.
